"ensembl_gene_id","hgnc_symbol","chromosome_name","start_position","end_position","strand"
"ENSG00000198818","SFT2D1","6",166319728,166342576,-1
"ENSG00000198821","CD247","1",167425027,167518640,-1
"ENSG00000198822","GRM3","7",86643909,86864879,1
"ENSG00000198824","CHAMP1","13",114314482,114337626,1
"ENSG00000198825","INPP5F","10",119726042,119829147,1
"ENSG00000198826","ARHGAP11A","15",32615144,32639941,1
"ENSG00000198829","SUCNR1","3",151873643,151884619,1
"ENSG00000198830","HMGN2","1",26472440,26476642,1
"ENSG00000198832","SELENOM","22",31104772,31120069,-1
"ENSG00000198833","UBE2J1","6",89326625,89352722,-1
"ENSG00000198835","GJC2","1",228149930,228159826,1
"ENSG00000198836","OPA1","3",193593144,193697811,1
"ENSG00000198837","DENND4B","1",153929501,153946718,-1
"ENSG00000198838","RYR3","15",33310962,33866121,1
"ENSG00000198839","ZNF277","7",112206695,112343934,1
"ENSG00000198840","MT-ND3","MT",10059,10404,1
"ENSG00000198841","KTI12","1",52032103,52033810,-1
"ENSG00000198842","STYXL2","1",167094075,167129165,1
"ENSG00000198843","SELENOT","3",150602875,150630436,1
"ENSG00000198844","ARHGEF15","17",8310241,8322514,1
"ENSG00000198846","TOX","8",58805412,59119147,-1
"ENSG00000198853","RUSC2","9",35490111,35561898,1
"ENSG00000198855","FICD","12",108515277,108525837,1
"ENSG00000198856","OSTC","4",108650585,108667820,1
"ENSG00000198858","R3HDM4","19",896503,913245,-1
"ENSG00000198860","TSEN15","1",184051651,184123978,1
"ENSG00000198862","LTN1","21",28928144,28992956,-1
"ENSG00000198863","RUNDC1","17",42980565,42995142,1
"ENSG00000198865","CCDC152","5",42756818,42802439,1
"ENSG00000198870","STKLD1","9",133376366,133406096,1
"ENSG00000198873","GRK5","10",119207571,119459745,1
"ENSG00000198874","TYW1","7",66995173,67239514,1
"ENSG00000198876","DCAF12","9",34086387,34127399,-1
"ENSG00000198879","SFMBT2","10",7158624,7411488,-1
"ENSG00000198885","ITPRIPL1","2",96325317,96330517,1
"ENSG00000198886","MT-ND4","MT",10760,12137,1
"ENSG00000198887","SMC5","9",70258978,70354873,1
"ENSG00000198888","MT-ND1","MT",3307,4262,1
"ENSG00000198889","DCAF12L1","X",126549383,126552814,-1
"ENSG00000198890","PRMT6","1",107056674,107067636,1
"ENSG00000198892","SHISA4","1",201888680,201892587,1
"ENSG00000198894","CIPC","14",77098126,77117287,1
"ENSG00000198898","CAPZA2","7",116811070,116922049,1
"ENSG00000198899","MT-ATP6","MT",8527,9207,1
"ENSG00000198900","TOP1","20",41028822,41124487,1
"ENSG00000198901","PRC1","15",90966040,90995629,-1
"ENSG00000198908","GPRASP3","X",102720688,102753540,1
"ENSG00000198909","MAP3K3","17",63622415,63696305,1
"ENSG00000198910","L1CAM","X",153861514,153886173,-1
"ENSG00000198911","SREBF2","22",41833079,41907307,1
"ENSG00000198912","C1orf174","1",3889125,3900293,-1
"ENSG00000198914","POU3F3","2",104853287,104858574,1
"ENSG00000198915","RASGEF1A","10",43194535,43267065,-1
"ENSG00000198917","SPOUT1","9",128819651,128829794,-1
"ENSG00000198918","RPL39","X",119786504,119791630,-1
"ENSG00000198919","DZIP3","3",108589705,108694840,1
"ENSG00000198920","KIAA0753","17",6578147,6640711,-1
"ENSG00000198924","DCLRE1A","10",113834725,113854383,-1
"ENSG00000198925","ATG9A","2",219219380,219229717,-1
"ENSG00000198929","NOS1AP","1",162069691,162370475,1
"ENSG00000198931","APRT","16",88809339,88811937,-1
"ENSG00000198932","GPRASP1","X",102651092,102659083,1
"ENSG00000198933","TBKBP1","17",47694161,47712052,1
"ENSG00000198934","MAGEE1","X",76427710,76431342,1
"ENSG00000198937","CCDC167","6",37482938,37499893,-1
"ENSG00000198938","MT-CO3","MT",9207,9990,1
"ENSG00000198939","ZFP2","5",178895898,178933212,1
"ENSG00000198945","L3MBTL3","6",130013699,130141449,1
"ENSG00000198947","DMD","X",31097677,33339609,-1
"ENSG00000198948","MFAP3L","4",169986597,170033031,-1
"ENSG00000198951","NAGA","22",42058334,42070842,-1
"ENSG00000198952","SMG5","1",156249224,156282825,-1
"ENSG00000198954","KIFBP","10",68988803,69043544,1
"ENSG00000198959","TGM2","20",38127385,38166578,-1
"ENSG00000198960","ARMCX6","X",101615118,101618001,-1
"ENSG00000198961","PJA2","5",109334713,109409974,-1
"ENSG00000198963","RORB","9",74497335,74693177,1
"ENSG00000198964","SGMS1","10",50305586,50625163,-1
"ENSG00000199293","SNORA21","17",38852863,38852994,-1
"ENSG00000199347","RNU5E-1","1",11908152,11908271,1
"ENSG00000199363","SNORA63E","3",183453814,183453944,1
"ENSG00000199377","RNU5F-1","1",44721786,44721902,-1
"ENSG00000199477","SNORA31","13",45337480,45337609,-1
"ENSG00000199562","RNU6-37P","1",10298966,10299072,1
"ENSG00000199568","RNU5A-1","15",65296051,65296166,1
"ENSG00000199785","SNORA52","11",811681,811814,1
"ENSG00000200087","SNORA73B","1",28508559,28508762,1
"ENSG00000200156","RNU5B-1","15",65304677,65304792,1
"ENSG00000200169","RNU5D-1","1",44731055,44731170,-1
"ENSG00000200320","SNORA63","3",186787300,186787431,1
"ENSG00000200354","SNORA71D","20",38433865,38433998,-1
"ENSG00000200394","SNORA38B","17",67740669,67740799,1
"ENSG00000200463","SNORD118","17",8173454,8173587,-1
"ENSG00000200534","SNORA33","6",132817219,132817348,1
"ENSG00000200785","SNORD8","14",21397292,21397401,-1
"ENSG00000200792","SNORA80A","21",32377187,32377322,-1
"ENSG00000200795","RNU4-1","12",120293097,120293237,-1
"ENSG00000200816","SNORA38","6",31623079,31623210,1
"ENSG00000200913","SNORD46","1",44776490,44776593,1
"ENSG00000200959","SNORA74A","5",139278781,139278978,1
"ENSG00000200972","RNU5A-8P","1",210374154,210374267,-1
"ENSG00000200983","SNORA3A","11",8684227,8684356,1
"ENSG00000201098","RNY1","7",148987136,148987248,-1
"ENSG00000201104","RNU6-11P","7",123790605,123790711,-1
"ENSG00000201129","SNORA58B","1",154259727,154259862,1
"ENSG00000201558","RNVU1-6","1",146052081,146052244,-1
"ENSG00000201643","SNORA14A","7",75943782,75943916,1
"ENSG00000201998","SNORA23","11",9428773,9428954,1
"ENSG00000202198","","6",52995620,52995950,1
"ENSG00000202354","RNY3","7",148983755,148983856,1
"ENSG00000202363","SNORA62","3",39411054,39411206,1
"ENSG00000202444","RNU5E-6P","1",44819883,44819997,-1
"ENSG00000202538","RNU4-2","12",120291763,120291903,-1
"ENSG00000203279","","9",97200475,97238766,-1
"ENSG00000203288","TDRKH-AS1","1",151790804,151794403,1
"ENSG00000203326","ZNF525","19",53365693,53392217,1
"ENSG00000203392","","15",75678548,75680752,1
"ENSG00000203485","INF2","14",104681146,104722535,1
"ENSG00000203497","PDCD4-AS1","10",110869741,110872253,-1
"ENSG00000203499","IQANK1","8",143734139,143790645,1
"ENSG00000203546","","14",31334312,31457441,-1
"ENSG00000203618","GP1BB","22",19723539,19724771,1
"ENSG00000203644","","3",129847048,129847957,-1
"ENSG00000203666","EFCAB2","1",244969682,245127164,1
"ENSG00000203667","COX20","1",244835616,244845057,1
"ENSG00000203668","CHML","1",241628851,241640369,-1
"ENSG00000203685","STUM","1",226548764,226609230,1
"ENSG00000203705","TATDN3","1",212791828,212816830,1
"ENSG00000203706","SERTAD4-AS1","1",210231456,210234047,-1
"ENSG00000203709","MIR29B2CHG","1",207801518,207879115,-1
"ENSG00000203724","C1orf53","1",197902630,197907367,1
"ENSG00000203727","SAMD5","6",147508690,147737547,1
"ENSG00000203739","PRDX6-AS1","1",173417793,173489407,-1
"ENSG00000203760","CENPW","6",126340115,126348875,1
"ENSG00000203761","MSTO2P","1",155745829,155750137,1
"ENSG00000203772","SPRN","10",133420666,133424625,-1
"ENSG00000203778","FAM229B","6",112087591,112102790,1
"ENSG00000203780","FANK1","10",125896564,126009592,1
"ENSG00000203783","PRR9","1",153217584,153219310,1
"ENSG00000203791","EEF1AKMT2","10",124748149,124791887,-1
"ENSG00000203799","CCDC162P","6",109165831,109355063,1
"ENSG00000203805","PLPP4","10",120457227,120592065,1
"ENSG00000203809","LIN28B-AS1","6",104864464,104941447,-1
"ENSG00000203811","H3C14","1",149840687,149841208,-1
"ENSG00000203814","H2BC18","1",149782689,149812373,-1
"ENSG00000203852","H3C15","1",149852608,149853125,1
"ENSG00000203865","ATP1A1-AS1","1",116378437,116421301,-1
"ENSG00000203867","RBM20","10",110644336,110839468,1
"ENSG00000203872","C6orf163","6",87344813,87365463,1
"ENSG00000203875","SNHG5","6",85650491,85678932,-1
"ENSG00000203879","GDI1","X",154436913,154443467,1
"ENSG00000203880","PCMTD2","20",64255695,64304820,1
"ENSG00000203883","SOX18","20",64047582,64049639,-1
"ENSG00000203896","LIME1","20",63736283,63739103,1
"ENSG00000203930","LINC00632","X",140709562,140793215,1
"ENSG00000203943","SAMD13","1",84298366,84389957,1
"ENSG00000203950","RTL8A","X",135050932,135052196,-1
"ENSG00000203952","CCDC160","X",134237047,134246842,1
"ENSG00000203965","EFCAB7","1",63523372,63572693,1
"ENSG00000203993","ARRDC1-AS1","9",137615326,137618906,-1
"ENSG00000203995","ZYG11A","1",52842511,52894998,1
"ENSG00000203999","LINC01270","20",50292709,50315488,1
"ENSG00000204044","SLC12A5-AS1","20",46013500,46022073,-1
"ENSG00000204052","LRRC73","6",43506968,43510346,-1
"ENSG00000204054","LINC00963","9",129476946,129513687,1
"ENSG00000204055","IER5L-AS1","9",129175807,129261581,1
"ENSG00000204060","FOXO6","1",41361922,41383590,1
"ENSG00000204070","SYS1","20",45361937,45376798,1
"ENSG00000204072","ARMCX7P","X",101597510,101598071,1
"ENSG00000204084","INPP5B","1",37860697,37947057,-1
"ENSG00000204099","NEU4","2",241809065,241817413,1
"ENSG00000204103","MAFB","20",40685848,40689236,-1
"ENSG00000204104","TRAF3IP1","2",238320441,238400897,1
"ENSG00000204116","CHIC1","X",73563197,73687111,1
"ENSG00000204118","NAP1L6P","X",73126037,73128080,-1
"ENSG00000204120","GIGYF2","2",232697299,232860605,1
"ENSG00000204128","C2orf72","2",231037523,231049719,1
"ENSG00000204130","RUFY2","10",68341107,68407294,-1
"ENSG00000204131","NHSL2","X",71910845,72161750,1
"ENSG00000204138","PHACTR4","1",28369582,28500364,1
"ENSG00000204147","ASAH2B","10",50739318,50816495,1
"ENSG00000204149","AGAP6","10",49982190,50011654,1
"ENSG00000204152","TIMM23B","10",49942049,49974850,1
"ENSG00000204160","ZDHHC18","1",26826688,26857604,1
"ENSG00000204172","AGAP9","10",47501854,47523638,-1
"ENSG00000204175","GPRIN2","10",46541736,46556658,-1
"ENSG00000204176","SYT15","10",46578217,46594173,1
"ENSG00000204177","BMS1P1","10",46788397,46799819,1
"ENSG00000204178","MACO1","1",25430858,25500209,1
"ENSG00000204186","ZDBF2","2",206274663,206314427,1
"ENSG00000204196","RPL12P16","2",203190780,203191277,1
"ENSG00000204209","DAXX","6",33318558,33323016,-1
"ENSG00000204217","BMPR2","2",202376327,202567751,1
"ENSG00000204219","TCEA3","1",23380909,23424748,-1
"ENSG00000204220","PFDN6","6",33289302,33298401,1
"ENSG00000204227","RING1","6",33208500,33212722,1
"ENSG00000204228","HSD17B8","6",33204655,33206831,1
"ENSG00000204231","RXRB","6",33193588,33200665,-1
"ENSG00000204237","OXLD1","17",81665036,81666635,-1
"ENSG00000204248","COL11A2","6",33162681,33192499,-1
"ENSG00000204252","HLA-DOA","6",33004182,33009591,-1
"ENSG00000204253","HNRNPCP2","2",189923336,189924216,1
"ENSG00000204256","BRD2","6",32968594,32981505,1
"ENSG00000204257","HLA-DMA","6",32948613,32969094,-1
"ENSG00000204262","COL5A2","2",189031898,189225312,-1
"ENSG00000204264","PSMB8","6",32840717,32844679,-1
"ENSG00000204267","TAP2","6",32821833,32838739,-1
"ENSG00000204271","SPIN3","X",56818298,56995827,-1
"ENSG00000204272","NBDY","X",56729241,56819179,1
"ENSG00000204291","COL15A1","9",98943179,99070792,1
"ENSG00000204301","NOTCH4","6",32194843,32224067,-1
"ENSG00000204304","PBX2","6",32184733,32190202,-1
"ENSG00000204305","AGER","6",32180968,32184322,-1
"ENSG00000204308","RNF5","6",32178405,32180793,1
"ENSG00000204310","AGPAT1","6",32168212,32178096,-1
"ENSG00000204311","PJVK","2",178451346,178462102,1
"ENSG00000204314","PRRT1","6",32148359,32153083,-1
"ENSG00000204315","FKBPL","6",32128707,32130288,-1
"ENSG00000204316","MRPL38","17",75898644,75905093,-1
"ENSG00000204334","ERICH2","2",170766878,170798977,1
"ENSG00000204335","SP5","2",170715337,170718078,1
"ENSG00000204344","STK19","6",31971091,31982821,1
"ENSG00000204347","BTBD17","17",74356416,74361868,-1
"ENSG00000204348","DXO","6",31969810,31972290,-1
"ENSG00000204351","SKIC2","6",31959116,31969818,1
"ENSG00000204352","FAM120A2P","9",93335374,93346152,-1
"ENSG00000204356","NELFE","6",31952087,31959038,-1
"ENSG00000204366","ZBTB12","6",31899613,31902086,-1
"ENSG00000204370","SDHD","11",112086824,112120016,1
"ENSG00000204371","EHMT2","6",31879759,31897698,-1
"ENSG00000204381","LAYN","11",111540280,111561745,1
"ENSG00000204385","SLC44A4","6",31863192,31879046,-1
"ENSG00000204386","NEU1","6",31857659,31862905,-1
"ENSG00000204387","SNHG32","6",31834608,31839766,1
"ENSG00000204388","HSPA1B","6",31827738,31830254,1
"ENSG00000204389","HSPA1A","6",31815543,31817946,1
"ENSG00000204390","HSPA1L","6",31809619,31815283,-1
"ENSG00000204392","LSM2","6",31797396,31806966,-1
"ENSG00000204394","VARS1","6",31777518,31795752,-1
"ENSG00000204396","VWA7","6",31765590,31777328,-1
"ENSG00000204406","MBD5","2",148021011,148516971,1
"ENSG00000204410","MSH5","6",31739677,31762676,1
"ENSG00000204427","ABHD16A","6",31686955,31703356,-1
"ENSG00000204428","LY6G5C","6",31676684,31684040,-1
"ENSG00000204435","CSNK2B","6",31665227,31670343,1
"ENSG00000204438","GPANK1","6",31661228,31666283,-1
"ENSG00000204439","C6orf47","6",31658298,31660778,-1
"ENSG00000204442","NALF1","13",107163510,107867496,-1
"ENSG00000204444","APOM","6",31652416,31658210,1
"ENSG00000204463","BAG6","6",31639028,31652705,-1
"ENSG00000204469","PRRC2A","6",31620715,31637771,1
"ENSG00000204472","AIF1","6",31615217,31617021,1
"ENSG00000204498","NFKBIL1","6",31546870,31558829,1
"ENSG00000204514","ZNF814","19",57848731,57889074,-1
"ENSG00000204516","MICB","6",31494881,31511124,1
"ENSG00000204519","ZNF551","19",57681969,57717301,1
"ENSG00000204520","MICA","6",31399784,31415315,1
"ENSG00000204524","ZNF805","19",57240632,57262728,1
"ENSG00000204525","HLA-C","6",31268749,31272130,-1
"ENSG00000204531","POU5F1","6",31164337,31180731,-1
"ENSG00000204536","CCHCR1","6",31142439,31158238,-1
"ENSG00000204560","DHX16","6",30653119,30673006,-1
"ENSG00000204564","C6orf136","6",30647039,30653210,1
"ENSG00000204568","MRPS18B","6",30617840,30626395,1
"ENSG00000204569","PPP1R10","6",30600413,30618612,-1
"ENSG00000204574","ABCF1","6",30571393,30597179,1
"ENSG00000204576","PRR3","6",30557280,30563723,1
"ENSG00000204580","DDR1","6",30876421,30900156,1
"ENSG00000204588","LINC01123","2",109987063,109996140,1
"ENSG00000204590","GNL1","6",30541381,30556489,-1
"ENSG00000204592","HLA-E","6",30489509,30494194,1
"ENSG00000204599","TRIM39","6",30326479,30343729,1
"ENSG00000204604","ZNF468","19",52838010,52857649,-1
"ENSG00000204611","ZNF616","19",52113091,52139938,-1
"ENSG00000204612","FOXB2","9",77019655,77020953,1
"ENSG00000204619","PPP1R11","6",30066709,30070333,1
"ENSG00000204623","POLR1HASP","6",29976042,30061640,-1
"ENSG00000204624","DISP3","1",11479155,11537551,1
"ENSG00000204628","RACK1","5",181236897,181248096,-1
"ENSG00000204634","TBC1D8","2",101007228,101252866,-1
"ENSG00000204642","HLA-F","6",29722775,29738528,1
"ENSG00000204650","LINC02210","17",45620328,45655156,1
"ENSG00000204673","AKT1S1","19",49869033,49878459,-1
"ENSG00000204681","GABBR1","6",29555629,29633976,-1
"ENSG00000204682","MIR1915HG","10",21490272,21497260,-1
"ENSG00000204685","STARD7-AS1","2",96208389,96243353,1
"ENSG00000204711","CFAP95","9",69820817,69906227,1
"ENSG00000204713","TRIM27","6",28903002,28923988,-1
"ENSG00000204745","","2",87125198,87196629,1
"ENSG00000204758","RPL26L1-AS1","5",172954786,172959392,-1
"ENSG00000204764","RANBP17","5",170861870,171300015,1
"ENSG00000204767","INSYN2B","5",169861303,169980495,-1
"ENSG00000204778","ZNG1DP","9",65287914,65323015,-1
"ENSG00000204789","ZNF204P","6",27358252,27359854,-1
"ENSG00000204802","FAM88C","9",62374128,62376836,-1
"ENSG00000204815","ODAD4","17",41930617,41966503,1
"ENSG00000204822","MRPL53","2",74471982,74472687,-1
"ENSG00000204839","MROH6","8",143566192,143572772,-1
"ENSG00000204842","ATXN2","12",111443485,111599676,-1
"ENSG00000204843","DCTN1","2",74361154,74392087,-1
"ENSG00000204851","PNMA8B","19",46486906,46495879,-1
"ENSG00000204852","TCTN1","12",110614027,110663431,1
"ENSG00000204856","FAM216A","12",110468415,110490385,1
"ENSG00000204859","ZBTB48","1",6579994,6589280,1
"ENSG00000204860","FAM201A","9",38620474,38624990,1
"ENSG00000204882","GPR20","8",141356470,141367286,-1
"ENSG00000204899","MZT1","13",72708367,72727629,-1
"ENSG00000204920","ZNF155","19",43967862,43998326,1
"ENSG00000204922","UQCC3","11",62670273,62673686,1
"ENSG00000204923","FBXO48","2",68459422,68467294,-1
"ENSG00000204934","ATP6V0E2-AS1","7",149867697,149880610,-1
"ENSG00000204936","CD177","19",43353686,43363172,1
"ENSG00000204946","ZNF783","7",149262171,149297302,1
"ENSG00000204947","ZNF425","7",149102784,149126324,-1
"ENSG00000204950","LRRC10B","11",61508749,61511018,1
"ENSG00000204954","C12orf73","12",103940763,103965708,-1
"ENSG00000204956","PCDHGA1","5",141330514,141512975,1
"ENSG00000204959","ARHGEF34P","7",144272445,144286966,-1
"ENSG00000204961","PCDHA9","5",140847772,141012347,1
"ENSG00000204962","PCDHA8","5",140841187,141012347,1
"ENSG00000204963","PCDHA7","5",140834248,141012347,1
"ENSG00000204965","PCDHA5","5",140821604,141012347,1
"ENSG00000204967","PCDHA4","5",140806929,141012347,1
"ENSG00000204969","PCDHA2","5",140794852,141012347,1
"ENSG00000204977","TRIM13","13",49995888,50020481,1
"ENSG00000204983","PRSS1","7",142749468,142753072,1
"ENSG00000204991","SPIRE2","16",89818179,89871319,1
"ENSG00000205002","AARD","8",116938207,116944487,1
"ENSG00000205041","","19",40273489,40275479,-1
"ENSG00000205060","SLC35B4","7",134289332,134316930,-1
"ENSG00000205078","SYCE1L","16",77199408,77213215,1
"ENSG00000205084","TMEM231","16",75536741,75556289,-1
"ENSG00000205090","TMEM240","1",1534778,1540624,-1
"ENSG00000205129","C4orf47","4",185426249,185449826,1
"ENSG00000205133","TRIQK","8",92883532,93017673,-1
"ENSG00000205138","SDHAF1","19",35995188,35996312,1
"ENSG00000205155","PSENEN","19",35745600,35747519,1
"ENSG00000205181","LINC00654","20",5482736,5526709,-1
"ENSG00000205189","ZBTB10","8",80485619,80526265,1
"ENSG00000205208","C4orf46","4",158666675,158672255,-1
"ENSG00000205213","LGR4","11",27365961,27472790,-1
"ENSG00000205220","PSMB10","16",67934506,67936864,-1
"ENSG00000205221","VIT","2",36696690,36814794,1
"ENSG00000205236","","7",102582523,102642869,-1
"ENSG00000205250","E2F4","16",67192155,67198918,1
"ENSG00000205268","PDE7A","8",65714334,65842322,-1
"ENSG00000205269","TMEM170B","6",11537749,11583524,1
"ENSG00000205277","MUC12","7",100969565,101018939,1
"ENSG00000205302","SNX2","5",122775079,122834543,1
"ENSG00000205307","SAP25","7",100572228,100573900,-1
"ENSG00000205309","NT5M","17",17303335,17347663,1
"ENSG00000205323","SARNP","12",55752463,55817724,-1
"ENSG00000205336","ADGRG1","16",57610652,57665580,1
"ENSG00000205339","IPO7","11",9384652,9448127,1
"ENSG00000205352","PRR13","12",53441678,53446645,1
"ENSG00000205356","TECPR1","7",98214624,98252232,-1
"ENSG00000205358","MT1H","16",56669814,56671129,1
"ENSG00000205363","INSYN1","15",73735458,73753351,-1
"ENSG00000205423","CNEP1R1","16",50024410,50037088,1
"ENSG00000205464","ATP6AP1L","5",82279462,82386977,1
"ENSG00000205476","CCDC85C","14",99500190,99604207,-1
"ENSG00000205485","LINC03009","7",76549618,76551520,1
"ENSG00000205517","RGL3","19",11384341,11419328,-1
"ENSG00000205531","NAP1L4","11",2944431,2992377,-1
"ENSG00000205534","SMG1P2","16",29527568,29594966,-1
"ENSG00000205542","TMSB4X","X",12975110,12977227,1
"ENSG00000205544","TMEM256","17",7402975,7404097,-1
"ENSG00000205559","CHKB-DT","22",50583026,50595634,1
"ENSG00000205560","CPT1B","22",50568861,50578465,-1
"ENSG00000205562","FLRT2-AS1","14",85517967,85531660,-1
"ENSG00000205571","SMN2","5",70049638,70078522,1
"ENSG00000205572","SERF1B","5",70025247,70043113,1
"ENSG00000205578","POM121B","7",73293497,73301161,1
"ENSG00000205581","HMGN1","21",39342315,39349647,-1
"ENSG00000205583","STAG3L1","7",75361374,75367087,1
"ENSG00000205592","MUC19","12",40393395,40570832,1
"ENSG00000205593","DENND6B","22",50309030,50327012,-1
"ENSG00000205609","EIF3CL","16",28379579,28403841,-1
"ENSG00000205629","LCMT1","16",25111731,25178231,1
"ENSG00000205643","CDPF1","22",46244011,46250311,-1
"ENSG00000205659","LIN52","14",74084956,74201493,1
"ENSG00000205670","SMIM11","21",34375480,34416961,1
"ENSG00000205678","TECRL","4",64275257,64409468,-1
"ENSG00000205683","DPF3","14",72609034,72894101,-1
"ENSG00000205702","CYP2D7","22",42140203,42149455,-1
"ENSG00000205704","SMIM45","22",41952150,41958939,1
"ENSG00000205707","ETFRF1","12",25195216,25209645,1
"ENSG00000205710","C17orf107","17",4899418,4902934,1
"ENSG00000205726","ITSN1","21",33642400,33899861,1
"ENSG00000205730","ITPRIPL2","16",19113932,19121629,1
"ENSG00000205740","","10",971146,988341,-1
"ENSG00000205744","DENND1C","19",6467207,6482557,-1
"ENSG00000205746","PKD1P4","16",18334400,18352476,-1
"ENSG00000205758","CRYZL1","21",33589341,33643926,-1
"ENSG00000205763","RP9P","7",32916815,32943038,-1
"ENSG00000205765","RIMOC1","5",41904188,41921636,1
"ENSG00000205771","CATSPER2P1","15",43727181,43745165,-1
"ENSG00000205791","LOH12CR2","12",12355403,12357067,-1
"ENSG00000205795","CYS1","2",10056473,10080944,-1
"ENSG00000205808","PLPP6","9",4662294,4665258,1
"ENSG00000205832","C16orf96","16",4556340,4600758,1
"ENSG00000205835","GMNC","3",190852737,190892429,-1
"ENSG00000205838","TTC23L","5",34838833,34900511,1
"ENSG00000205853","RFPL3S","22",32359886,32382106,-1
"ENSG00000205885","C1RL-AS1","12",7108052,7122524,1
"ENSG00000205903","ZNF316","7",6637318,6658279,1
"ENSG00000205913","SRRM2-AS1","16",2737076,2752600,-1
"ENSG00000205918","PDPK2P","16",2616453,2642432,-1
"ENSG00000205922","ONECUT3","19",1753506,1780988,1
"ENSG00000205927","OLIG2","21",33025935,33029196,1
"ENSG00000205930","C21orf62-AS1","21",32772100,33019751,1
"ENSG00000205937","RNPS1","16",2253116,2268397,-1
"ENSG00000205959","","4",8482270,8516759,1
"ENSG00000205978","NYNRIN","14",24399003,24419283,1
"ENSG00000205981","DNAJC19","3",180983697,180989774,-1
"ENSG00000206052","DOK6","18",69400888,69849087,1
"ENSG00000206053","JPT2","16",1678256,1702280,1
"ENSG00000206077","ZDHHC11B","5",710355,784729,-1
"ENSG00000206120","EGFEM1P","3",168249522,168830599,1
"ENSG00000206140","TMEM191C","22",21466423,21471269,1
"ENSG00000206149","HERC2P9","15",28590189,28674027,1
"ENSG00000206159","GYG2P1","Y",12406796,12420322,-1
"ENSG00000206190","ATP10A","15",25677273,25865184,-1
"ENSG00000206262","FOXL2NB","3",138947217,138953990,1
"ENSG00000206337","HCP5","6",31463170,31478936,1
"ENSG00000206341","HLA-H","6",29887752,29890482,1
"ENSG00000206384","COL6A6","3",130517177,130677044,1
"ENSG00000206417","H1-10-AS1","3",129315392,129326225,1
"ENSG00000206418","RAB12","18",8609437,8639383,1
"ENSG00000206432","TMEM200C","18",5882072,5895955,-1
"ENSG00000206503","HLA-A","6",29941260,29949572,1
"ENSG00000206527","HACD2","3",123490820,123585053,-1
"ENSG00000206530","CFAP44","3",113286930,113441610,-1
"ENSG00000206535","LNP1","3",100401532,100456319,1
"ENSG00000206538","VGLL3","3",86876388,86991149,-1
"ENSG00000206549","","3",46712115,46812574,-1
"ENSG00000206557","TRIM71","3",32817997,32897824,1
"ENSG00000206559","ZCWPW2","3",28348721,28538122,1
"ENSG00000206560","ANKRD28","3",15667236,15859771,-1
"ENSG00000206561","COLQ","3",15450133,15521751,-1
"ENSG00000206562","METTL6","3",15381275,15440566,-1
"ENSG00000206567","","3",10004048,10011209,-1
"ENSG00000206573","THUMPD3-AS1","3",9349689,9398579,-1
"ENSG00000206579","XKR4","8",55102028,55542054,1
"ENSG00000206585","RNVU1-7","1",148038753,148038916,-1
"ENSG00000206588","RNU1-28P","14",34556226,34556389,-1
"ENSG00000206596","RNU1-27P","14",34546714,34546877,1
"ENSG00000206597","SNORA57","11",62665422,62665570,1
"ENSG00000206612","SNORA2A","12",48656648,48656782,-1
"ENSG00000206625","RNU6-1","15",67839939,67840045,-1
"ENSG00000206633","SNORA80B","2",10446714,10446849,-1
"ENSG00000206634","SNORA22","7",65755526,65755659,1
"ENSG00000206652","RNU1-1","1",16514122,16514285,-1
"ENSG00000206737","RNVU1-18","1",143729407,143729570,-1
"ENSG00000206760","SNORA6","3",39408389,39408539,1
"ENSG00000206811","SNORA10","16",1962334,1962466,-1
"ENSG00000206838","SNORA5A","7",45104349,45104482,-1
"ENSG00000206885","SNORA75","2",231455800,231455936,-1
"ENSG00000206903","SNORA24B","15",65285461,65285591,-1
"ENSG00000206932","RNU6-4P","3",181231737,181231843,1
"ENSG00000206941","SNORD15A","11",75400391,75400538,1
"ENSG00000206965","RNU6-5P","2",174557966,174558072,-1
"ENSG00000207005","RNU1-2","1",16895980,16896143,1
"ENSG00000207008","SNORA54","11",2963771,2963893,-1
"ENSG00000207041","RNU6-3P","X",141118030,141118136,-1
"ENSG00000207051","SNORA27","13",27255401,27255526,1
"ENSG00000207067","SNORA72","8",98042086,98042217,-1
"ENSG00000207088","SNORA7B","3",129397210,129397348,-1
"ENSG00000207112","SNORA25","11",93730513,93730646,-1
"ENSG00000207116","RNU6-31P","2",200830009,200830116,1
"ENSG00000207145","SNORA18","11",93733466,93733597,-1
"ENSG00000207165","SNORA70","X",154400281,154400415,1
"ENSG00000207166","SNORA68","19",17862588,17862720,1
"ENSG00000207181","SNORA14B","1",235127803,235127937,-1
"ENSG00000207205","RNVU1-15","1",144412576,144412740,1
"ENSG00000207217","SNORA80D","7",6016877,6017011,1
"ENSG00000207233","SNORA37","18",54222284,54222412,-1
"ENSG00000207304","SNORA8","11",93732361,93732499,-1
"ENSG00000207357","RNU6-2","19",1021522,1021628,1
"ENSG00000207389","RNU1-4","1",16740516,16740679,1
"ENSG00000207392","SNORA20","6",159780250,159780381,-1
"ENSG00000207405","SNORA64","16",1962973,1963106,-1
"ENSG00000207445","SNORD15B","11",75404421,75404566,1
"ENSG00000207496","SNORA7A","3",12840312,12840450,-1
"ENSG00000207501","RNVU1-14","1",145281116,145281279,1
"ENSG00000207507","RNU6-9","19",893484,893590,1
